"url","title","source"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/BIT21.pdf","MODALIDADES DE FACTURACIÃ“N EN LÃNEA","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/BIT24.pdf","TRIBUTARIA","search_sin_bolivia_web.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/cedeim.pdf","9 CEDEIM 21","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/F272V1.pdf","FORM 272","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/F530.pdf","IUE - BENEFICIARIOS DEL EXTERIOR FORMULARIO: 530","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/form400v5extendido.pdf","formulario-400-v5.pdf","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/form400v5resumido.pdf","400 ITImpuesto a las Transacciones","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/FORMATOS-FACTURA-MANUAL.pdf","5 FORMATO FACTURA MANUAL","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/gandinero.pdf","TEXTO RE-IVA NUEVO","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/IDF-2.pdf","DEBERES FORMALES","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/iue.pdf","Â¿cuÃ¡l es la alÃ­cuota del iue?","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/PUCT-PDF.pdf","PLAN ÃšNICO DE CUENTAS TRIBUTARIO (PUCT)","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RAU-DECLARACION.pdf","DECLARACIÃ“N","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RAU-REGIMEN.pdf","RÃ©gimen Agropecuario Unificado RAU","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-10-0027-15.pdf","resoluciÃ³n normativa de directorio nÂº 10-0027-15","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-10-0032-15.pdf","resoluciÃ³n normativa de directorio nÂº 10-0032-15","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-101800000004.pdf","RND-101800000004","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102000000001.pdf","resoluciÃ³n normativa de directorio nÂº 102000000001","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102000000025.pdf","RND-102000000025.pdf","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102100000011.pdf","RND-102100000011","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102200000003.pdf","resoluciÃ³n normativa de directorio nÂº 102200000003","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102200000022.pdf","RND-102200000022.pdf","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102400000004.pdf","RND-102400000004.pdf","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102400000011.pdf","resoluciÃ³n normativa de directorio nÂº 102400000011","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102400000015.pdf","resoluciÃ³n normativa de directorio nÂº 102400000015","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102400000020.pdf","RND-102400000020.pdf","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102400000022.pdf","RND-102400000022.pdf","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102500000017.pdf","NUEVA-RND-102500000017.pdf","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102500000023.pdf","resoluciÃ³n normativa de directorio nÂº 102500000023","search_sin_bolivia_normas.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND-102500000036.pdf","resoluciÃ³n normativa de directorio nÂº 102500000036","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/RND11.pdf","RND NÂº - 102100000011","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/SEPARATA-BANCARIZACION-25.pdf","SEPARATA-BANCARIZACION-25.pdf","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/TEXTO-SIAT-ESTADOS-FINANCIEROS.pdf","ESTADOS FINANCIEROS","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/11/ANEXO-NIT.pdf","ANEXO-NIT.pdf","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/11/LEY2166.pdf","LEY No. 2166","search_sin_pdf_general.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/11/MEMORIA-ANUAL-2025-FINAL.pdf","2025 - MEMORIA","search_sin_pdf_general.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/11/RND-10-00012-15.pdf","resoluciÃ³n normativa de directorio nÂº 10-0012-15","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/11/rnd102500000041.pdf","ResoluciÃ³n Normativa de Directorio NÂ° 102500000041","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/11/rnd102500000042.pdf","RESOLUCIÃ“N NORMATIVA DE DIRECTORIO NÂº ...","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/12/RESOLUCION-NORMATIVA-DE-DIRECTORIO-No-102500000052.pdf","resoluciÃ³n normativa de directorio nÂº 102500000052","search_resoluciones_pdf.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/12/RND-102500000049.pdf","RND-102500000049.pdf","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2026/01/CALENDARIO-TRIBUTARIO-2026.pdf","CALENDARIO TRIBUTARIO 2026","search_sin_pdf_general.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2026/02/DS-5503.pdf","DS5503.pdf","map_impuestos_gob_bo.json"
